광역	시군구	읍면동	선거인수	투표수	새누리당	더불어민주당	국민의당	정의당	기독자유당	민주당	코리아	일제.위안부.인권정당	개혁국민신당	고용복지연금선진화연대	공화당	불교당	기독당	노동당	녹색당	민중연합당	복지국가당	친반통일당	통일한국당	한국국민당	한나라당	계	무효투표수	기권수	권역
경상북도	경산시	서부1동	29965	14205	7177	1953	2240	1424	490	84	14	13	4	7	8	18	86	31	68	40	12	3	4	7	72	13755	450	15760	영남
경상북도	경산시	서부2동	17836	9726	4836	1466	1677	852	315	56	6	8	5	6	6	13	63	23	43	17	8	0	0	2	39	9441	285	8110	영남
경상북도	경산시	남부동	13642	6872	3723	831	960	647	241	49	8	5	3	4	4	15	47	20	34	21	5	1	2	9	40	6669	203	6770	영남
경상북도	경산시	북부동	10923	4438	2122	710	726	418	142	22	3	0	3	1	2	10	20	12	40	20	4	1	0	2	21	4279	159	6485	영남
경상북도	경산시	중방동	9363	4781	2513	590	805	437	115	26	10	4	1	2	2	13	26	12	28	14	1	3	2	6	24	4634	147	4582	영남
경상북도	경주시	감포읍	5316	2850	1826	169	280	86	171	26	4	1	1	6	2	6	10	13	3	25	6	2	6	5	36	2684	166	2466	영남
경상북도	경주시	안강읍	23166	12812	7526	1285	1486	594	538	177	21	9	15	14	11	36	95	101	46	52	15	6	12	19	170	12228	584	10354	영남
경상북도	경주시	건천읍	9083	5040	3219	448	493	204	174	56	4	7	2	7	2	14	20	28	20	16	7	1	3	6	67	4798	242	4043	영남
경상북도	경주시	외동읍	14056	7421	4144	843	960	394	201	116	11	9	2	7	8	22	42	77	29	27	8	1	7	6	86	7000	421	6635	영남
경상북도	경주시	양북면	3896	2293	1263	244	260	110	104	21	3	0	3	2	1	7	4	9	11	23	5	0	1	5	37	2113	180	1603	영남
경상북도	경주시	양남면	5336	3187	1604	429	450	179	105	46	9	4	5	4	1	10	18	21	23	79	3	1	6	1	27	3025	162	2149	영남
경상북도	경주시	내남면	4489	2635	1679	234	267	103	60	26	4	2	4	1	4	9	9	11	9	3	3	1	5	7	36	2477	158	1854	영남
경상북도	경주시	산내면	2992	1731	1121	105	153	53	67	11	1	0	12	3	4	5	12	5	13	5	0	0	2	2	22	1596	135	1261	영남
경상북도	경주시	서면	3205	1986	1305	148	194	72	40	20	5	1	2	0	1	5	11	10	9	4	2	1	1	1	25	1857	129	1219	영남
경상북도	경주시	현곡면	11613	7409	3650	1047	1260	557	243	103	6	10	5	7	8	29	31	81	36	41	8	3	7	6	59	7197	212	4204	영남
경상북도	경주시	강동면	5931	3166	1881	284	373	159	116	26	2	1	6	1	4	13	22	14	20	15	6	1	7	6	24	2981	185	2765	영남
경상북도	경주시	천북면	4465	2716	1703	232	293	91	126	31	2	3	1	4	3	8	10	14	7	8	1	2	3	3	31	2576	140	1749	영남
경상북도	경주시	중부동	5632	3281	2077	305	416	119	116	34	0	6	3	2	3	5	16	13	14	9	1	3	1	3	27	3173	108	2351	영남
경상북도	경주시	황오동	7073	4213	2653	371	530	175	97	34	4	6	8	8	6	13	16	20	19	8	4	0	3	3	46	4024	189	2860	영남
경상북도	경주시	성건동	14514	8121	4736	933	1083	403	269	105	7	13	3	11	8	23	48	62	27	24	11	1	1	2	71	7841	280	6393	영남
경상북도	경주시	황남동	5830	3459	2262	240	376	127	101	46	6	5	2	0	5	7	12	16	18	13	3	1	3	3	34	3280	179	2371	영남
경상북도	경주시	월성동	5728	3474	2031	378	434	181	89	36	1	2	3	2	2	17	12	26	23	16	8	0	1	2	34	3298	176	2254	영남
경상북도	경주시	선도동	11669	6810	3358	1013	1129	462	245	85	5	12	6	10	5	19	38	79	38	28	8	2	3	8	56	6609	201	4859	영남
경상북도	경주시	용강동	13256	7857	3843	1131	1284	609	212	147	12	7	2	10	6	20	61	86	41	48	12	2	3	7	64	7607	250	5399	영남
경상북도	경주시	황성동	21289	13049	5739	2127	2411	1169	411	222	16	15	7	13	6	50	84	166	114	93	19	0	5	11	88	12766	283	8240	영남
경상북도	경주시	동천동	20223	11728	6277	1530	1805	722	293	164	21	14	15	13	4	45	71	112	51	69	14	4	2	9	95	11330	398	8495	영남
경상북도	경주시	불국동	7646	4229	2375	466	550	200	183	53	5	3	2	9	5	22	35	36	10	13	6	0	3	5	35	4016	213	3417	영남
경상북도	경주시	보덕동	1910	1213	717	141	151	58	30	8	2	1	1	1	1	5	5	2	2	4	3	1	0	3	11	1147	66	697	영남
경상북도	고령군	대가야읍	8665	4327	2595	586	504	136	109	27	6	4	6	3	5	11	20	10	18	27	2	0	5	6	41	4121	206	4338	영남
경상북도	고령군	덕곡면	1348	836	544	78	64	20	11	6	4	0	0	0	1	5	3	3	6	10	0	0	1	1	14	771	65	512	영남
경상북도	고령군	운수면	1797	1018	641	80	89	29	22	7	1	0	3	3	4	2	10	3	4	4	1	0	1	1	9	914	104	779	영남
